"water_year","sub_season","season_P_sum","season_P_IQR","vpd_IQR","swc_shallow_IQR","swc_deep_IQR","swc_all_IQR","Tair_IQR","precip_IQR","precip_cov","swc_shallow_cov","swc_deep_cov","Tair_cov","vpd_avg","Tair_avg","swc_shallow_avg","swc_deep_avg","swc_all_avg"
"2012","spring",32.004,0,1.57903030254763,1.83728081039453,1.05649805483854,1.40974806005794,9.31484375000005,0,551.058285727826,25.6653574709862,9.09509714604707,28.8362389038305,2.56716010559493,21.7409617221897,4.57274869342761,6.64093462411826,5.60684165877294
"2012","summer",221.226,0.508,1.20346179820963,3.38012749171326,0.871091535565106,2.01468154439063,5.1067708333333,0.508,313.718783079638,36.2301596274265,9.26604039819412,14.0941638119381,2.14401228711606,25.1990005951046,5.97153622651029,6.32931866787901,6.15042744719465
"2012","winter",113.538000000036,0,0.704686436452966,1.71355010576042,2.58020117095313,1.43259757171615,5.07545833333337,0,422.537863345174,21.5284651961772,15.618972173761,33.6253944564151,0.971891748796689,11.3987010824128,7.75459253172848,7.71111958624863,7.73264677699254
"2013","spring",6.35,0,1.31883283004258,1.25274050166407,0.302994074239582,0.775332583533848,7.40692708333328,0,1002.75265588723,30.6762278611769,4.08844253958062,24.9803673087141,2.58250340618746,22.3009377492854,3.97327314727655,5.86247229053149,4.91787271890402
"2013","summer",202.94,0.254,1.10563994910784,2.99506743953125,0.4955135634375,1.75105045750261,5.9616666666667,0.254,317.323532703799,33.4176046709036,7.45636842034354,16.8523521857524,2.20697066558316,25.0413112179487,5.76849217830162,6.12697021212292,5.94772293188838
"2013","winter",87.376,0,0.807219683052248,3.77030690924869,0.075858686809898,1.92601569256892,8.40993750000003,0,322.705378778692,28.9268638367249,2.27009083284307,48.3547725978125,1.0250335143142,11.398453394126,6.75813528344835,5.78469512948224,6.2714152064653
"2014","spring",2.794,0,1.70397114065461,1.81837545245182,0.872406379851561,1.35099923417838,9.56422395833333,0,762.1458115997,36.4491181550265,9.03689851101747,25.1366622666567,2.49840696192739,21.874229637865,4.6052986052322,6.39385180249597,5.49957520386409
"2014","summer",252.736,0.762,1.02333891188162,2.19763779129167,0.265817618683597,1.15917457286394,4.53296875,0.762,254.97458462061,29.1111704475538,3.78838967210025,12.989684677821,2.01066247187694,25.1383750433727,6.44487139312589,6.05518219212079,6.25002679262334
"2014","winter",113.03,0,0.617338605018957,3.64224250687499,0.471489131531246,1.76906697760417,5.6838802083334,0,501.351253514959,31.8166952878648,5.44561921938613,29.7403549979699,1.14639933183422,13.3648891099291,6.92964639973674,6.20144960853636,6.56553449886952
"2015","spring",42.164,0,1.08001236540993,1.51951554655208,1.09805601335417,1.18006968942513,6.63671874999998,0,454.098215031509,20.5495065312703,9.69028029473153,23.404485505827,2.21997008898893,21.3392981651376,5.32642220266734,6.69315458356183,6.00978839311458
"2015","summer",328.674,0.9525,0.894628654726045,3.05850066035026,2.46910802202474,2.40119268033073,4.190625,0.9525,284.548346190192,28.8969621705353,19.6266110979249,15.3447328639142,1.90467464492028,25.0919864767044,7.30901361091977,7.18807397488788,7.24854379290382
"2015","winter",116.078,0,0.663457687938292,4.55472740668619,1.9509563988737,2.87923683749284,5.34919791666663,0,333.951496390964,28.6289941006961,13.0956241663138,31.5374678899377,0.987721830087588,12.9220620921986,8.17648440769865,6.80922111352547,7.49285276061206
"2016","spring",15.494,0,1.28576039271453,1.59632276230469,1.84237758140234,1.82199606833723,8.04713541666661,0,509.735902869858,22.9072136740595,17.0701710890784,28.0817347413531,2.29112074981258,20.9324632921549,4.47815602983891,6.9683823590645,5.7232691944517
"2016","summer",308.104,0.381,0.97857435450274,3.3042611787448,0.98323694352344,1.97930434622786,4.58270833333335,0.381,277.142182336395,30.6844297386754,11.4653774108902,12.4854634948971,2.1602000597394,25.4146587886847,7.05500752916165,6.7465226058559,6.90076506750878
"2016","winter",95.25,0,1.04011810841623,3.08344951878255,2.54193185917447,2.09139140727408,8.66084895833333,0,470.757796776438,21.0163847750731,14.4492052112292,43.329326778653,1.15213908635551,12.2375184520432,8.70878687289105,8.43133692639333,8.57006189964219
"2017","spring",4.826,0,1.3374612911672,1.258221967238,0.362614252005205,0.827701348310542,6.82122783687945,0,633.481944625425,18.5827656420156,3.48810685208966,23.9794407696636,2.64620684196857,22.5920110937602,3.75799163757171,5.80962115391857,4.78380639574514
"2017","summer",167.892,0.254,0.86333718462562,3.92559471069445,0.86445565665625,2.32253085629762,3.95125,0.254,252.998202811935,49.5379257733702,15.7936600356503,12.6192429163345,2.44630646770363,26.0765003750682,6.28404888122586,6.45689701338606,6.36684623897942
"2017","winter",62.738,0,0.712600090420313,4.34567364846876,0.134894417729609,2.13547010655729,6.03983333333337,0,366.402217061846,31.4270502988776,1.45452723691103,32.3085121424005,1.02650742908717,12.9429248471928,6.672279138719,5.91058157549601,6.2914303571075
"2018","spring",73.152,0,1.57139220773972,3.64777429318924,1.55709626867839,2.40223201038988,8.10593749999995,0,920.149772579083,37.4548938695519,12.0580707048479,23.6077334838707,2.57106205308051,22.3606782432033,6.08377789566,7.10985104135225,6.67010540748415
"2018","summer",371.5850841,1.016,1.48764720240266,3.59776603735417,1.18702496421875,1.91515295659003,6.0746354166667,1.016,267.521755317676,26.1578010621604,13.0455560248704,19.0554678067644,1.97783349785789,24.8065577290076,8.77433855202953,7.44173822338354,7.98100580625763
"2018","winter",117.348,0,0.632673186531432,2.02093646003646,0.0790790177630267,0.82252410913839,5.002703125,0,461.842471090673,41.2187901926906,18.1686119281273,29.5343796262545,1.30370779669991,14.2732479698234,6.4463131873158,6.2711546723,6.34606559164309
"2019","spring",37.084,0,1.1817222632455,2.57155095095313,3.46035441649612,2.66922452736523,7.35359375000005,0,602.27002188695,33.1302933491022,20.4590811599743,26.1524957679192,2.02745846291848,19.7500917431193,6.4448836597839,8.89494166121239,7.66989178444961
"2019","summer",189.48,0.254,1.2519797950001,1.77820330407292,0.339815890462241,1.17883817989323,6.22083333333327,0.254,337.752314592438,31.6604066338437,8.96152529636975,17.6092587497228,2.3193408697934,25.4005612984851,5.71021185911232,6.34634256279759,6.02818601548618
"2019","winter",147.828,0,0.670096546137964,2.16681405556858,2.05201613224217,2.04348328923439,5.1740572916667,0,339.351727091518,16.6754731677658,12.3704563014866,37.4195563851685,0.869165238982139,10.9011771560284,9.97534857761523,10.0707362258486,10.0201383736696
"2020","spring",35.052,0,1.72314313039356,1.87535757962587,1.55932599536198,1.63446590423843,10.1858177083333,0,385.249092267427,29.7462358832931,14.1143160673045,28.1457924539726,2.33152136300215,21.3066799401392,5.16132160141784,6.7878965250145,5.96295450027435
"2020","summer",42.67,0,1.15406825748243,0.740218137909916,0.154086208641495,0.527948678320465,4.8641145833333,0,561.392643850225,22.3399690800018,1.87681076207497,16.2795263371327,3.14086070891743,27.7382794101518,3.89230915836127,5.71629539415841,4.65430784411941
"2020","winter",160.018,0,0.664422423444339,2.08311642707163,0.702046491303822,1.10949672693703,5.55826562499998,0,311.222518239978,24.2322710583571,13.728082974853,35.9496072262373,0.913229233327178,11.9216696889104,9.55335480146762,8.30135922851755,8.94462098203643
