date,tree_gcc_mean,tree_gcc_sd,grass_gcc_mean,grass_gcc_sd,month,season,DOY,ppfd_in_avg,ppfd_in_sd,ppfd_in_f_avg,ppfd_in_f_sd,gpp_avg,gpp_sd,reco_avg,reco_sd,vpd_avg,vpd_sd,Tair_avg,Tair_sd,nee_avg,nee_sd,swc_2.5_10_avg,swc_2.5_10_sd,swc_5_10_avg,swc_5_10_sd,swc_15_20_avg,swc_15_20_sd,swc_25_30_avg,swc_25_30_sd,swc_45_50_avg,swc_45_50_sd,swc_60_70_avg,swc_60_70_sd,swc_90_100_avg,swc_90_100_sd,swc_130_avg,swc_130_sd,Tsoi_2.5_10_avg,Tsoi_2.5_10_sd,precip,ef_avg,ef_sd,swc_all_avg,swc_all_sd,swc_shallow_avg,swc_shallow_sd,swc_middle_avg,swc_middle_sd,swc_deep_avg,swc_deep_sd,sub_season,roll_season,tree_rcc_avg,tree_rcc_sd,grass_rcc_avg,grass_rcc_sd,modis_gcc_srm,sent_gcc_med,bulk_gcc_avg,bulk_gcc_sd,bulk_rcc_avg,bulk_rcc_sd,water_year
6/17/2014,NA,NA,NA,NA,NA,NA,168,611.0198231,670.3263738,611.0198231,670.3263738,0.478255472,0.573599815,0.497550991,0.144973176,3.295070917,0.865253927,29.24541667,3.53529797,0.019295519,0.616964362,1.883235689,0.297996698,1.248423773,0.163328605,3.248858718,0.042379963,5.745047184,0.010849699,6.538750911,0.011326151,5.732609253,0.002399264,5.776062192,0.001827486,5.103446978,0.00168732,36.9896875,5.757066296,0,-0.152144681,0.867393738,4.409554337,0.081807378,3.031391341,0.099276161,NA,NA,5.787717333,0.0043176,spring,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
6/18/2014,NA,NA,NA,NA,NA,NA,169,595.8231194,680.3516733,595.8231194,680.3516733,0.441931771,0.507905652,0.451015858,0.120389273,2.939264167,0.990284995,27.17625,4.425373467,0.009084087,0.539509865,1.975891768,0.29545081,1.321598471,0.161219601,3.265086675,0.044665323,5.719249929,0.008828148,6.520451219,0.01098517,5.726708421,0.003867643,5.774091432,0.003153268,5.097430809,0.001836978,35.53126042,5.602421713,0,0.235506371,0.765521085,4.425063591,0.080530019,3.070456711,0.097229573,NA,NA,5.77967047,0.00404496,spring,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
6/19/2014,NA,NA,NA,NA,NA,NA,170,651.8361475,738.3685958,651.8361475,738.3685958,0.442678994,0.575284853,0.484419891,0.242626296,3.201310073,1.346460627,27.511875,5.731825173,0.041740897,0.658512281,1.95997607,0.383223564,1.326490219,0.223450934,3.28832822,0.04879143,5.694949744,0.00911932,6.497880174,0.010098033,5.71844647,0.00733598,5.771191001,0.002510005,5.092691905,0.004098662,35.68746354,7.139772438,0,-0.19956388,1.719816881,4.418744225,0.110993927,3.067436063,0.134237147,NA,NA,5.770052388,0.004452002,spring,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
6/20/2014,NA,NA,NA,NA,NA,NA,171,708.9857519,780.2297595,708.9857519,780.2297595,0.333453583,0.532321488,0.541250238,0.220975433,3.876001379,1.57743043,29.71333333,6.254611008,0.207796655,0.631239755,1.845152646,0.424380143,1.243549441,0.252464084,3.27163591,0.056326131,5.672767546,0.009124199,6.477807099,0.009317129,5.71069061,0.004912596,5.770761129,0.002145756,5.097840612,0.009878761,37.28808854,7.936326686,0,0.021794947,0.148386567,4.386275624,0.12606083,3.008276386,0.151867345,NA,NA,5.764274862,0.006693313,spring,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
6/21/2014,NA,NA,NA,NA,NA,NA,172,699.5023675,778.1364824,699.5023675,778.1364824,0.330957224,0.54870703,0.595157351,0.360099192,3.80995424,1.385917343,29.91854167,5.41383452,0.264200127,0.74997607,1.786515731,0.389797056,1.176197243,0.230928046,3.22740019,0.052448514,5.648198871,0.008760808,6.461885314,0.007454148,5.706236718,0.005495727,5.769854284,0.00081498,5.095431667,0.009692294,38.15460417,7.384152762,0,0.008394686,0.23219215,4.358965002,0.115302778,2.959578009,0.139835126,NA,NA,5.758351996,0.005900212,spring,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
6/22/2014,NA,NA,NA,NA,NA,NA,173,708.44331,780.9586158,708.44331,780.9586158,0.296042964,0.488766966,0.535156577,0.230347241,3.866500602,1.325767093,30.06354167,5.428820447,0.239113613,0.604019829,1.762897725,0.391937234,1.156068187,0.223593126,3.197806617,0.053215739,5.62365498,0.010313331,6.441038159,0.009586094,5.700028325,0.004213541,5.765825483,0.001668195,5.095680506,0.008781865,38.49029167,7.473540634,0,-0.118116534,0.656674117,4.342874998,0.113308972,2.935106877,0.136654188,NA,NA,5.750643118,0.007077642,spring,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
6/23/2014,NA,NA,NA,NA,NA,NA,174,707.0591794,779.9139169,707.0591794,779.9139169,0.278362655,0.439360353,0.525161665,0.329818775,3.756266408,1.392424468,29.40729167,5.756210241,0.24679901,0.619082163,1.766454849,0.385224178,1.152253196,0.217489132,3.178361002,0.053000442,5.600533859,0.008733931,6.422012116,0.008095834,5.69792901,0.005494919,5.761952944,0.004861987,5.090989898,0.007976362,38.31936979,7.311792882,0,0.062652394,0.432805362,4.333810859,0.110917528,2.924400726,0.133979494,NA,NA,5.743220992,0.00593571,spring,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
6/24/2014,NA,NA,NA,NA,NA,NA,175,696.72066,778.5932864,696.72066,778.5932864,0.374358961,0.52516162,0.539430373,0.229422135,3.701773244,1.324983148,29.995,5.173896429,0.165071412,0.62674998,1.776491257,0.386177409,1.158544101,0.218776958,3.16693959,0.052276799,5.577146925,0.008504951,6.40125285,0.007997196,5.693760189,0.006205424,5.761665183,0.007625192,5.088341706,0.005789372,38.25165104,7.335877478,0,0.135560325,0.373087011,4.328017725,0.111476932,2.919780468,0.13482233,NA,NA,5.736254982,0.00446856,spring,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
6/25/2014,NA,NA,NA,NA,NA,NA,176,702.0031569,774.840465,702.0031569,774.840465,0.3408947,0.54674564,0.62912103,0.391458785,3.509502775,1.438824032,30.08729167,5.447875533,0.28822633,0.741338475,1.790927468,0.38045861,1.17161875,0.216951798,3.154753839,0.05091918,5.553073743,0.009925093,6.382302795,0.008798116,5.689882551,0.00508722,5.761923818,0.003069177,5.0838151,0.002208983,38.69024479,7.172647054,0,-1.975543597,14.53047098,4.323537258,0.109045082,2.91759345,0.131825364,NA,NA,5.729481066,0.002942128,spring,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
6/26/2014,NA,NA,NA,NA,NA,NA,177,676.7848894,765.9570252,676.7848894,765.9570252,0.342141168,0.552973341,0.609051993,0.209175833,3.507556168,1.43166596,30.01166667,4.922391882,0.266910825,0.640617379,1.796992644,0.374114754,1.17378725,0.215614956,3.145326051,0.050108833,5.530299036,0.008415587,6.364227274,0.009102098,5.683517582,0.004716984,5.758217036,0.001973202,5.077215837,0.001822337,38.85155208,6.912363114,0,-0.101370797,2.263056994,4.316197839,0.107258615,2.911601245,0.130039959,NA,NA,5.720794432,0.003278402,spring,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
6/27/2014,NA,NA,NA,NA,NA,NA,178,704.60923,773.8417566,704.60923,773.8417566,0.222372078,0.391803824,0.64988984,0.413004606,3.631048729,1.264467977,29.00916667,5.367697249,0.427517762,0.626967399,1.803179193,0.385617857,1.17031878,0.218554945,3.145298242,0.051687923,5.510194975,0.00935754,6.343597059,0.009997152,5.679396639,0.004490957,5.7549326,0.005044854,5.07979688,0.009122314,37.90643229,7.191079886,0,0.070114777,0.695878308,4.310839296,0.110062425,2.907247797,0.133372347,NA,NA,5.714430794,0.006865467,spring,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
6/28/2014,NA,NA,NA,NA,NA,NA,179,711.8397088,783.6688945,711.8397088,783.6688945,0.376907013,0.526237412,0.591176991,0.269336378,3.69047007,1.498568241,29.17145833,5.979033576,0.214269977,0.654032705,1.784800088,0.408443528,1.159483832,0.237444146,3.143305228,0.053200396,5.497512826,0.008163134,6.328434704,0.01150966,5.672694276,0.004831496,5.753927925,0.005161714,5.077517429,0.007818035,38.01629167,7.666111751,0,0.027738488,0.246302818,4.302209539,0.118709892,2.896275493,0.144839531,NA,NA,5.708143584,0.007556026,spring,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
6/29/2014,NA,NA,NA,NA,NA,NA,180,700.4839825,772.5129524,700.4839825,772.5129524,0.33816619,0.45436196,0.639865532,0.30509641,3.865180528,1.762013672,31.06854167,5.500339637,0.301699342,0.62955582,1.735850232,0.399204532,1.122967042,0.239193745,3.123428435,0.052399573,5.482209484,0.009300372,6.31140622,0.009948373,5.667748424,0.005210738,5.751976538,0.00547118,5.077859663,0.001816916,39.27401042,7.488107366,0,0.17670954,0.299707372,4.284180755,0.11799948,2.866113798,0.14360356,NA,NA,5.702247711,0.003640299,spring,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
6/30/2014,NA,NA,NA,NA,NA,NA,181,703.37171,775.5537629,703.37171,775.5537629,0.218262793,0.37476848,0.702950473,0.401011613,3.941356456,1.963755745,30.91625,5.852642111,0.48468768,0.623285505,1.716507145,0.398884907,1.097476711,0.237413831,3.095408786,0.053567133,5.457639784,0.011041765,6.291990991,0.011135823,5.66269873,0.005900815,5.7488135,0.006843934,5.07268971,0.001659833,39.67288021,7.31620892,0,0.122145442,0.356748687,4.26790317,0.116497883,2.841758106,0.141458518,NA,NA,5.694048233,0.004100699,spring,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
7/1/2014,NA,NA,NA,NA,NA,NA,182,686.9811769,761.5183608,686.9811769,761.5183608,0.304755991,0.573434281,0.708417153,0.433492848,4.119204435,1.612978377,30.68229167,6.043016803,0.403661162,0.775462864,1.696927148,0.398145669,1.07806543,0.22916371,3.081425093,0.056099766,5.432584453,0.01005395,6.273628115,0.010578399,5.660887419,0.005639338,5.747787953,0.005712634,5.066729271,0.001905929,39.22703646,7.616767161,0,0.053421861,0.324493054,4.25475436,0.114988193,2.822250531,0.14024256,NA,NA,5.68725819,0.003577765,spring,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
7/2/2014,NA,NA,NA,NA,NA,NA,183,678.9830606,760.5513501,678.9830606,760.5513501,0.420955066,0.688826104,0.79451917,0.538705168,3.513564661,1.351493878,30.08395833,5.104541882,0.373564104,0.96675381,1.727025124,0.369335284,1.08941637,0.211706662,3.062787516,0.053783524,5.410563516,0.007384399,6.255782202,0.008696522,5.657542665,0.004763896,5.745749165,0.005382749,5.069224598,0.0090845,39.39925521,7.152211961,0,0.236012691,0.908084035,4.252261395,0.106081911,2.822448132,0.129856576,NA,NA,5.682074658,0.006096071,spring,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
7/3/2014,NA,NA,NA,NA,NA,NA,184,411.2532075,555.2306949,411.2532075,555.2306949,0.376223196,0.546337078,0.82910523,0.781190782,2.505291274,1.146694317,27.706875,4.126694188,0.452882034,1.048261616,2.10980135,0.194322955,1.362987238,0.117312787,3.0684104,0.048580369,5.387777131,0.009761967,6.234634502,0.009966418,5.652168574,0.004958027,5.744610257,0.005357389,5.07006462,0.00659584,35.79935938,3.821030413,0.508,-0.844684763,6.612285775,4.328806759,0.052361825,2.982244029,0.062193004,NA,NA,5.675369488,0.004972435,spring,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
7/4/2014,NA,NA,NA,NA,NA,NA,185,389.0175469,572.1618676,389.0175469,572.1618676,0.500485156,0.878676348,0.862002359,0.730836298,1.414745925,0.898792091,24.69645833,3.521042816,0.361517203,1.249918381,2.425645609,0.229955304,1.635827152,0.118883865,3.169389715,0.042313838,5.367088827,0.005427302,6.209922054,0.007793176,5.649454341,0.003130838,5.74390076,0.006613344,5.066556109,0.001660582,32.79845833,3.993626319,1.016,1.238360798,2.015123458,4.408473071,0.060302593,3.149487825,0.068624797,NA,NA,5.667458316,0.002739259,summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
7/5/2014,NA,NA,NA,NA,NA,NA,186,411.8554988,613.0661786,411.8554988,613.0661786,0.421123573,0.7455483,1.10197363,1.110341729,1.534974373,0.940447395,25.49208333,3.448857324,0.680850057,1.440828085,2.602772451,0.271820403,1.851694275,0.16224504,3.285295455,0.046465021,5.364370894,0.004831478,6.195299981,0.010066226,5.644140944,0.004239412,5.744074682,0.006018943,5.063906291,0.000350952,32.28379688,4.897578268,0.254,1.413811543,2.200021643,4.468944372,0.071979666,3.276033269,0.087036658,NA,NA,5.661855474,0.003962281,summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
7/6/2014,NA,NA,NA,NA,NA,NA,187,548.7421019,616.1550399,548.7421019,616.1550399,0.636069736,0.826047205,1.111873592,0.540351054,2.373292288,1.234289554,28.35125,4.435751094,0.475803856,1.143590594,2.341160579,0.33122749,1.698820362,0.212708579,3.347669395,0.04044335,5.364904006,0.004801652,6.181725406,0.006230507,5.640630143,0.00344999,5.746071916,0.004419264,5.06777918,0.001903409,35.00414063,5.738480034,0.254,0.245504509,0.892812497,4.423595123,0.099687949,3.188138586,0.121224941,NA,NA,5.659051661,0.002963988,summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
7/7/2014,NA,NA,NA,NA,NA,NA,188,357.3845355,565.2328898,349.8901887,561.5928501,0.344366055,0.665925003,2.146151088,1.891569689,1.529083904,0.918628415,25.43229167,3.591718749,1.801785034,2.200182361,5.143461198,3.418606392,4.646465469,3.580705768,4.576887008,1.704548779,5.355407441,0.009477848,6.168824576,0.009639679,5.637716236,0.006667306,5.74736759,0.005278514,5.067786398,0.007953869,32.29251042,4.46881483,14.224,0.695130326,2.27042697,5.292989489,0.14788877,4.930555279,0.283696742,NA,NA,5.6554237,0.002130125,summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
7/8/2014,NA,NA,NA,NA,NA,NA,189,NA,NA,539.071431,736.3341073,0.053534184,0.265203604,2.965976485,2.001618206,1.798022303,1.064693979,26.15666667,4.257410227,2.912442301,2.068140707,8.483215528,0.606829178,8.13617895,0.577220058,7.124862152,0.115155699,5.349037185,0.006095666,6.156551213,0.005681262,5.64442814,0.005113333,5.744396283,0.00244327,5.061585334,0.001759338,30.39166667,5.488799485,0,-0.648717315,12.73262081,6.462531848,0.243695516,7.273323454,0.290521346,NA,NA,5.651740243,0.00198443,summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
7/9/2014,NA,NA,NA,NA,NA,NA,190,NA,NA,566.8040748,699.7897653,0.157764445,0.610028761,2.349619979,1.688242527,1.549043712,1.053600665,24.91083333,4.340779827,2.191855534,1.882951961,9.247180751,0.767640404,9.070578865,0.869864306,8.566504462,0.632747572,5.353431256,0.009559118,6.166581114,0.007766501,5.648517415,0.00438118,5.751020707,0.003562096,5.069655469,0.003030407,30.14996354,4.527876884,8.128,0.827098905,0.536377152,6.859183755,0.343622131,8.059423834,0.371716305,NA,NA,5.658943676,0.002027872,summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
7/10/2014,NA,NA,NA,NA,NA,NA,191,NA,NA,430.0846825,593.1831237,0.213334357,0.430185583,2.130889728,0.951873299,1.92084621,1.119345013,26.745625,3.991226499,1.91755537,1.10278406,8.294801048,0.422451275,8.164445072,0.414897801,8.26368405,0.181655181,5.363537181,0.007995364,6.179396152,0.005811215,5.658008473,0.003798175,5.751719187,0.003733466,5.077662406,0.005768006,30.33265104,4.358808056,0.254,0.77710222,0.488421894,6.594156696,0.168742999,7.521616838,0.168239697,NA,NA,5.666696555,0.003803359,summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
7/11/2014,NA,NA,NA,NA,NA,NA,192,NA,NA,489.7674475,686.2273913,0.367994769,0.634394863,2.137683043,0.629781979,2.112956146,1.182809073,27.14931818,4.289285406,1.737383495,0.779037762,7.336656685,0.414240452,7.148807157,0.40369554,7.755400043,0.174490295,5.378905541,0.008610737,6.193178241,0.006492293,5.661780247,0.004481976,5.752110823,0.003527943,5.072601021,0.005488765,32.36683333,5.200754815,1.27,0.607121558,1.210189979,6.28742997,0.140991824,6.904942357,0.127492987,NA,NA,5.669917583,0.003364599,summer,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2015
